,Unnamed: 0,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
14893,14893,3040000,3040000-101-2019-00169,2019-05-23,,1,영업/정상,1,영업,,,,,02 4444480,30.0,143-827,서울특별시 광진구 구의동 254-114번지 송곡회관 ,"서울특별시 광진구 자양로 165, 송곡회관 1층 (구의동)",5024.0,수내닭꼬치구의점,2020-01-23 16:31:12,U,2020-01-25 02:40:00.0,호프/통닭,207339.945213839,448905.562845289,호프/통닭,,,,,,,,,,,,,,N,30.0,,,
14925,14925,3040000,3040000-101-2019-00201,2019-06-17,,1,영업/정상,1,영업,,,,,,39.6,143-889,서울특별시 광진구 중곡동 115-21 ,"서울특별시 광진구 천호대로129길 7, 1층 (중곡동)",4953.0,한국통닭,2022-11-15 11:18:27,U,2022-11-17 02:40:00.0,호프/통닭,207885.276928202,450043.051711859,호프/통닭,,,,,,,,,,,,,,N,39.6,,,
14927,14927,3040000,3040000-101-2019-00203,2019-06-17,,1,영업/정상,1,영업,,,,,,91.6,143-859,서울특별시 광진구 자양동 855번지 이튼타워리버3차 110호 ,"서울특별시 광진구 능동로 18, 1층 110호 (자양동, 이튼타워리버3차)",5096.0,깐부치킨뚝섬유원지점,2019-06-17 16:53:53,I,2019-06-20 02:21:15.0,호프/통닭,205945.98820137,447862.351973505,호프/통닭,,,,,,,,,,,,,,N,91.6,,,
14930,14930,3040000,3040000-101-2019-00206,2019-06-18,,1,영업/정상,1,영업,,,,,,34.7,143-200,서울특별시 광진구 구의동 668 래미안파크스위트 ,"서울특별시 광진구 광나루로 545, A동 1층 11호 (구의동, 래미안파크스위트)",4978.0,더그릴92,2023-10-18 16:42:07,U,2023-10-20 02:40:00.0,호프/통닭,207891.920062455,449291.059826303,호프/통닭,,,,,,,,,,,,,,N,34.7,,,
14970,14970,3040000,3040000-101-2019-00246,2019-07-31,,1,영업/정상,1,영업,,,,,,30.0,143-901,서울특별시 광진구 중곡동 190-28번지 1층 ,"서울특별시 광진구 동일로72길 9, 1층 (중곡동)",4907.0,호식이두마리치킨중곡점,2019-08-16 14:29:40,U,2019-08-18 02:40:00.0,호프/통닭,206840.502858214,451543.174223077,호프/통닭,,,,,,,,,,,,,,N,30.0,,,
15035,15035,3040000,3040000-101-2019-00311,2019-09-27,,1,영업/정상,1,영업,,,,,,29.7,143-866,서울특별시 광진구 자양동 617-1 ,"서울특별시 광진구 자양로13나길 7, 1층 (자양동)",5062.0,옛날산골통닭,2023-03-03 17:06:40,U,2023-03-05 02:40:00.0,호프/통닭,207042.723054048,447933.240530952,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,29.7,,,
15040,15040,3040000,3040000-101-2019-00316,2019-10-02,,1,영업/정상,1,영업,,,,,,30.0,143-826,서울특별시 광진구 구의동 248-11번지 ,서울특별시 광진구 자양로26길 32 (구의동),5040.0,추억이닭,2019-10-02 14:02:20,I,2019-10-04 02:22:41.0,호프/통닭,207500.346440275,448794.655513746,호프/통닭,,,,,,,,,,,,,,N,30.0,,,
15051,15051,3040000,3040000-101-2019-00327,2019-10-11,,1,영업/정상,1,영업,,,,,,46.35,143-890,서울특별시 광진구 중곡동 127-1 ,"서울특별시 광진구 용마산로7길 29, 1층 (중곡동)",4923.0,동근이 숯불두마리치킨,2023-01-18 14:11:56,U,2023-01-20 02:40:00.0,호프/통닭,207527.721242024,450789.521532467,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,46.35,,,
15065,15065,3040000,3040000-101-2019-00341,2019-10-23,,1,영업/정상,1,영업,,,,,,11.76,143-915,서울특별시 광진구 화양동 111-204번지 ,"서울특별시 광진구 능동로 181, 1층 (화양동)",5009.0,수내닭꼬치,2019-10-23 14:12:27,I,2019-10-25 00:22:58.0,호프/통닭,206438.709694007,449402.195181069,호프/통닭,,,,,,,,,,,,,,N,11.76,,,
15109,15109,3040000,3040000-101-2019-00385,2019-11-28,,1,영업/정상,1,영업,,,,,,55.0,143-837,서울특별시 광진구 군자동 48-49 비아트리체빌딩1층 ,"서울특별시 광진구 면목로 25, 비아트리체빌딩 1층 (군자동)",4995.0,그릴드 패티,2024-04-05 10:12:54,U,2024-04-07 02:40:00.0,호프/통닭,206635.02059305,450465.144831142,호프/통닭,,,,,,,,,,,,,,N,55.0,,,
15178,15178,3040000,3040000-101-2020-00043,2020-02-04,,1,영업/정상,1,영업,,,,,,31.21,143-190,서울특별시 광진구 자양동 859 래미안프리미어팰리스 ,"서울특별시 광진구 아차산로 345, 1층 113호 (자양동, 래미안프리미어팰리스)",5026.0,푸라닭자양점,2023-08-07 14:40:25,U,2023-08-09 02:40:00.0,호프/통닭,207135.958384677,448386.668907366,호프/통닭,,,,,,,,,,,,,,N,31.21,,,
15185,15185,3040000,3040000-101-2020-00050,2020-02-07,,1,영업/정상,1,영업,,,,,,70.64,143-867,서울특별시 광진구 자양동 659-32 1층 ,"서울특별시 광진구 뚝섬로 673, 1층 (자양동)",5059.0,상구네솥뚜껑삼겹살&상구네시래기코다리,2023-11-08 16:13:18,U,2023-11-10 02:40:00.0,호프/통닭,207365.974393232,447759.667886102,호프/통닭,,,,,,,,,,,,,,N,70.64,,,
15195,15195,3040000,3040000-101-2020-00061,2020-02-14,,1,영업/정상,1,영업,,,,,,12.05,143-915,서울특별시 광진구 화양동 113-1번지 광진 코지웰 ,"서울특별시 광진구 능동로19길 35, 1층 102-3호 (화양동, 광진 코지웰)",5009.0,수준이다른치킨,2020-02-14 14:55:33,I,2020-02-16 00:23:39.0,호프/통닭,206278.982112971,449425.131943862,호프/통닭,,,,,,,,,,,,,,N,12.05,,,
15215,15215,3040000,3040000-101-2020-00081,2020-02-28,,1,영업/정상,1,영업,,,,,,8.7,143-200,서울특별시 광진구 구의동 671 구의자이르네 ,"서울특별시 광진구 광나루로39길 11, 127-1호 (구의동, 구의자이르네)",4977.0,벤앤제리스아이스크림 건대dv점,2024-12-12 13:15:58,U,2024-12-14 02:40:00.0,호프/통닭,207775.86513205,449252.386906411,호프/통닭,,,,,,,,,,,,,,N,7.5,,,
15217,15217,3040000,3040000-101-2020-00083,2020-02-28,,1,영업/정상,1,영업,,,,,,8.7,143-200,서울특별시 광진구 구의동 671 구의자이르네 ,"서울특별시 광진구 광나루로39길 11, 127-2호 (구의동, 구의자이르네)",4977.0,벤앤제리스아이스크림 어린이대공원dv점,2024-12-12 13:21:31,U,2024-12-14 02:40:00.0,호프/통닭,207775.86513205,449252.386906411,호프/통닭,,,,,,,,,,,,,,N,7.74,,,
15223,15223,3040000,3040000-101-2020-00089,2020-03-03,,1,영업/정상,1,영업,,,,,02   4533555,88.92,143-847,서울특별시 광진구 능동 221-3,"서울특별시 광진구 천호대로110길 28, 1층 (능동)",4985.0,주식회사삼선자산(역전할머니맥주 서울군자역점),2025-03-18 15:00:28,U,2024-12-02 22:00:00.0,호프/통닭,206958.02954319,450420.931071396,,,,,,,,,,,,,,,,,,,
15253,15253,3040000,3040000-101-2020-00119,2020-03-30,,1,영업/정상,1,영업,,,,,,30.0,143-917,서울특별시 광진구 화양동 47-10 ,"서울특별시 광진구 아차산로29길 29, 1층 (화양동)",5018.0,카페게이트건대점,2021-07-14 13:15:16,U,2021-07-16 02:40:00.0,호프/통닭,205988.558477045,448879.473715477,호프/통닭,,,,,,,,,,,,,,N,30.0,,,
15261,15261,3040000,3040000-101-2020-00127,2020-04-06,,1,영업/정상,1,영업,,,,,,34.0,143-200,서울특별시 광진구 구의동 668 래미안파크스위트 에이동1층2호 ,"서울특별시 광진구 광나루로 545, 에이동 1층 2호 (구의동, 래미안파크스위트)",4978.0,처갓집양념치킨구의광장점,2024-07-18 10:23:25,U,2024-07-20 02:40:00.0,호프/통닭,207891.920062455,449291.059826303,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,34.0,,,
15335,15335,3040000,3040000-101-2020-00201,2020-06-01,,1,영업/정상,1,영업,,,,,,61.49,143-820,서울특별시 광진구 구의동 143-3번지 ,"서울특별시 광진구 자양로 328, 1층 (구의동)",4957.0,아따통닭,2020-06-01 15:36:27,I,2020-06-04 00:23:18.0,호프/통닭,208274.136240547,450234.050874737,호프/통닭,,,,,,,,,,,,,,N,61.49,,,
15342,15342,3040000,3040000-101-2020-00208,2020-06-05,,1,영업/정상,1,영업,,,,,,233.1,143-917,서울특별시 광진구 화양동 48-28 2층 ,"서울특별시 광진구 동일로22길 64, 2층 (화양동)",5019.0,오늘술집 주다방,2023-10-18 14:29:16,U,2023-10-20 02:40:00.0,감성주점,205908.98272958,448803.633806967,감성주점,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,233.1,,,
15345,15345,3040000,3040000-101-2020-00211,2020-06-11,,1,영업/정상,1,영업,,,,,,45.0,143-960,서울특별시 광진구 구의동 226-5번지 1층 ,"서울특별시 광진구 구의로 61, 1층 (구의동)",5032.0,비비큐구의역점,2020-06-11 17:12:56,I,2020-06-13 00:23:18.0,호프/통닭,207902.452851364,449020.763325418,호프/통닭,,,,,,,,,,,,,,N,45.0,,,
15377,15377,3040000,3040000-101-2020-00243,2020-07-03,,1,영업/정상,1,영업,,,,,,27.0,143-826,서울특별시 광진구 구의동 250-26 1층 ,"서울특별시 광진구 자양로28길 18, 1층 (구의동)",5039.0,이치로,2023-02-20 11:15:21,U,2023-02-22 02:40:00.0,호프/통닭,207454.38828588,448881.963620415,호프/통닭,,,,,,,,,,,,,,N,27.0,,,
15382,15382,3040000,3040000-101-2020-00248,2020-07-06,,1,영업/정상,1,영업,,,,,02  467 9567,12.0,143-916,서울특별시 광진구 화양동 17-34 1층 ,"서울특별시 광진구 군자로 39, 1층 (화양동)",5008.0,청년치킨,2025-01-23 11:45:29,U,2025-01-25 02:40:00.0,호프/통닭,206124.778974297,449388.445259742,호프/통닭,,,,,,,,,,,,,,N,12.0,,,
15386,15386,3040000,3040000-101-2020-00252,2020-07-08,,1,영업/정상,1,영업,,,,,02  22019206,38.07,143-814,서울특별시 광진구 광장동 484 광장현대3단지아파트상가동106호 ,"서울특별시 광진구 광나루로 635, 광장현대3단지아파트 상가동 106호 (광장동)",4974.0,푸라닭광장점,2023-08-31 14:59:47,U,2023-09-02 02:40:00.0,호프/통닭,208644.819209521,448711.725750126,호프/통닭,,,,,,,,,,,,,,N,38.07,,,
15403,15403,3040000,3040000-101-2020-00269,2020-07-29,,1,영업/정상,1,영업,,,,,,129.7,143-885,서울특별시 광진구 중곡동 31-36 ,"서울특별시 광진구 능동로 388, 1층 (중곡동)",4934.0,푸라닭중곡점,2022-01-03 15:02:53,U,2022-01-08 02:40:00.0,호프/통닭,207299.658338386,451267.124132505,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,129.7,,,
15431,15431,3040000,3040000-101-2020-00297,2020-08-13,,1,영업/정상,1,영업,,,,,,259.17,143-823,서울특별시 광진구 구의동 221-6 도원빌딩 ,"서울특별시 광진구 구의로 9, 도원빌딩 지층 (구의동)",5041.0,포차35구역구의점(소주기행),2024-11-27 17:36:34,U,2024-11-29 02:40:00.0,호프/통닭,207806.060949604,448524.79576304,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,259.17,,,
15513,15513,3040000,3040000-101-2020-00379,2020-10-28,,1,영업/정상,1,영업,,,,,02  456 9289,49.5,143-900,서울특별시 광진구 중곡동 696-3 1층 ,"서울특별시 광진구 동일로76가길 4, 1층 (중곡동)",4905.0,오르새피자 중곡점,2024-05-29 10:57:10,U,2024-05-31 02:40:00.0,호프/통닭,206952.82232363,451725.533834902,호프/통닭,,,,,,,,,,,,,,N,33.0,,,
15518,15518,3040000,3040000-101-2020-00384,2020-10-30,,1,영업/정상,1,영업,,,,,,68.13,143-914,서울특별시 광진구 화양동 5-50 ,"서울특별시 광진구 아차산로33길 24, 2층 (화양동)",5017.0,술쟁이두번째이야기,2024-12-09 13:37:21,U,2024-12-11 02:40:00.0,호프/통닭,206155.207011152,448789.528852928,호프/통닭,,,,,,,,,,,,,,N,68.13,,,
15525,15525,3040000,3040000-101-2020-00391,2020-11-03,,1,영업/정상,1,영업,,,,,0234369955,206.0,143-847,서울특별시 광진구 능동 222-2 ,"서울특별시 광진구 천호대로 570, 1,2층 102, 202호 (능동)",4985.0,비에이치씨(BHC)군자점,2023-01-19 11:41:59,U,2023-01-21 02:40:00.0,호프/통닭,207093.99193611,450433.500562769,호프/통닭,,,,,,,,,,,,,,Y,206.0,,,
15553,15553,3040000,3040000-101-2020-00419,2020-11-19,,1,영업/정상,1,영업,,,,,,37.98,143-903,서울특별시 광진구 중곡동 239-44 ,"서울특별시 광진구 긴고랑로7길 9, 1층 (중곡동)",4912.0,비비큐(중곡점),2023-09-01 11:06:10,U,2023-09-03 02:40:00.0,호프/통닭,206931.026099476,451289.844220455,호프/통닭,,,,,,,,,,,,,,N,37.98,,,
15555,15555,3040000,3040000-101-2020-00421,2020-11-20,,1,영업/정상,1,영업,,,,,,52.07,143-903,서울특별시 광진구 중곡동 231-7 바론채105호 ,"서울특별시 광진구 면목로 117, 1층 105호 (중곡동, 바론채)",4911.0,지코바,2022-10-11 15:06:32,U,2022-10-13 02:40:00.0,호프/통닭,207003.769644514,451311.662974486,호프/통닭,,,,,,,,,,,,,,N,52.07,,,
15586,15586,3040000,3040000-101-2020-00452,2020-12-15,,1,영업/정상,1,영업,,,,,,70.0,143-858,서울특별시 광진구 자양동 493-8 ,"서울특별시 광진구 능동로4길 62, 1층 (자양동)",5095.0,푸라닭뚝섬유원지점,2023-12-05 14:59:06,U,2023-12-07 02:40:00.0,호프/통닭,206130.634654176,447729.935488845,호프/통닭,,,,,,,,,,,,,,N,70.0,,,
15633,15633,3040000,3040000-101-2021-00021,2021-01-18,,1,영업/정상,1,영업,,,,,02 4617774,40.25,143-903,서울특별시 광진구 중곡동 229-4 대화빌딩 ,"서울특별시 광진구 긴고랑로11길 23, 103호 (중곡동)",4910.0,맛있는치킨되는중,2021-01-18 10:31:29,I,2021-01-20 00:23:04.0,호프/통닭,207152.221428018,451337.87383419,호프/통닭,,,,,,,,,,,,,,N,40.25,,,
15660,15660,3040000,3040000-101-2021-00048,2021-02-08,,1,영업/정상,1,영업,,,,,,30.0,143-903,서울특별시 광진구 중곡동 238-3 1층 ,"서울특별시 광진구 긴고랑로 5, 1층 (중곡동)",4912.0,처갓집양념치킨 중곡역점,2022-10-11 13:25:51,U,2022-10-13 02:40:00.0,호프/통닭,206749.452797073,451327.559534917,호프/통닭,,,,,,,,,,,,,,N,30.0,,,
15662,15662,3040000,3040000-101-2021-00050,2021-02-09,,1,영업/정상,1,영업,,,,,02444 3356,98.89,143-864,서울특별시 광진구 자양동 584-3 1층 ,"서울특별시 광진구 자양번영로 21, 1층 (자양동)",5093.0,비에이치씨 자양3동점,2025-01-15 13:27:23,U,2025-01-17 02:40:00.0,호프/통닭,206554.660007199,447700.642403113,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,98.89,,,
15663,15663,3040000,3040000-101-2021-00051,2021-02-09,,1,영업/정상,1,영업,,,,,,42.0,143-888,서울특별시 광진구 중곡동 88-35 ,"서울특별시 광진구 영화사로 37-1, 1층 (중곡동)",4946.0,비비큐(BBQ) 아차산역점,2021-02-10 10:19:15,I,2021-02-11 00:23:11.0,호프/통닭,207991.17997472,450479.894025307,호프/통닭,,,,,,,,,,,,,,N,42.0,,,
15728,15728,3040000,3040000-101-2021-00116,2021-03-26,,1,영업/정상,1,영업,,,,,,22.8,143-843,서울특별시 광진구 자양동 47-6 ,"서울특별시 광진구 뚝섬로30길 22, 1층 (자양동)",5085.0,맛나통닭,2021-03-26 10:19:32,I,2021-03-28 00:22:59.0,호프/통닭,205800.851150216,448098.165849913,호프/통닭,,,,,,,,,,,,,,N,22.8,,,
15731,15731,3040000,3040000-101-2021-00119,2021-03-29,,1,영업/정상,1,영업,,,,,,18.0,143-899,서울특별시 광진구 중곡동 163-5 ,"서울특별시 광진구 능동로 363, 지하1층 (중곡동)",4914.0,넘버25호텔중곡점,2021-03-29 16:23:39,I,2021-03-31 00:22:59.0,호프/통닭,207157.899588742,451076.82510567,호프/통닭,,,,,,,,,,,,,,N,18.0,,,
15767,15767,3040000,3040000-101-2021-00156,2021-04-21,,1,영업/정상,1,영업,,,,,,70.0,143-842,서울특별시 광진구 자양동 843-8 ,"서울특별시 광진구 뚝섬로23가길 1, 1층 (자양동)",5078.0,허갈닭강정,2021-04-21 13:21:34,I,2021-04-23 00:22:58.0,호프/통닭,205696.157567131,448338.687614113,호프/통닭,,,,,,,,,,,,,,N,70.0,,,
15823,15823,3040000,3040000-101-2021-00212,2021-06-01,,1,영업/정상,1,영업,,,,,,96.0,143-914,서울특별시 광진구 화양동 8-22 2층 ,"서울특별시 광진구 아차산로33길 19, 2층 (화양동)",5017.0,고기야채,2022-05-27 13:58:28,U,2022-05-29 02:40:00.0,호프/통닭,206128.145888993,448771.56331217,호프/통닭,,,,,,,,,,,,,,N,96.0,,,
15852,15852,3040000,3040000-101-2021-00241,2021-06-21,,1,영업/정상,1,영업,,,,,,66.0,143-837,서울특별시 광진구 군자동 65-3 ,"서울특별시 광진구 군자로 140, 7, 8호 (군자동)",4998.0,푸라닭군자점,2021-06-21 10:21:58,I,2021-06-23 00:23:04.0,호프/통닭,206561.85897884,450204.965754906,호프/통닭,,,,,,,,,,,,,,N,66.0,,,
15874,15874,3040000,3040000-101-2021-00263,2021-07-02,,1,영업/정상,1,영업,,,,,,59.4,143-818,서울특별시 광진구 구의동 56-2 난빌딩1층 ,"서울특별시 광진구 자양로 282-1, 난빌딩 1층 (구의동)",4961.0,호치킨  아차산역점,2021-07-02 15:11:42,I,2021-07-04 00:22:53.0,호프/통닭,208039.012232241,449862.410018018,호프/통닭,,,,,,,,,,,,,,N,59.4,,,
15882,15882,3040000,3040000-101-2021-00271,2021-07-05,,1,영업/정상,1,영업,,,,,,27.2,143-823,서울특별시 광진구 구의동 221-70 ,"서울특별시 광진구 자양로26길 92, 1층 (구의동)",5041.0,구의닭강정,2025-01-20 10:50:48,U,2025-01-22 02:40:00.0,호프/통닭,207776.689730984,448674.141414683,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,24.08,,,
15972,15972,3040000,3040000-101-2021-00361,2021-09-24,,1,영업/정상,1,영업,,,,,,44.0,143-867,서울특별시 광진구 자양동 634-12 ,"서울특별시 광진구 자양로13길 83, 1층 (자양동)",5061.0,지코바치킨자양1호점,2023-06-08 15:15:40,U,2023-06-10 02:40:00.0,호프/통닭,207056.064856259,447871.309816677,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,44.0,,,
15992,15992,3040000,3040000-101-2021-00381,2021-10-08,,1,영업/정상,1,영업,,,,,,99.0,143-891,서울특별시 광진구 중곡동 140-1 ,"서울특별시 광진구 천호대로111길 10, 1층 (중곡동)",4930.0,치킨뱅이,2022-03-21 11:58:48,U,2022-03-23 02:40:00.0,호프/통닭,207200.919412958,450499.981595364,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,99.0,,,
16001,16001,3040000,3040000-101-2021-00390,2021-10-20,,1,영업/정상,1,영업,,,,,02  444 1550,62.0,143-210,서울특별시 광진구 광장동 580 광장12차현대홈타운1202동지하109호 ,"서울특별시 광진구 천호대로 808, 1202동 지하1층 109호 (광장동, 광장12차현대홈타운)",4983.0,참숯바베큐,2021-10-20 11:02:37,I,2021-10-22 00:22:46.0,호프/통닭,209033.339549292,449192.402539275,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,62.0,,,
16036,16036,3040000,3040000-101-2021-00425,2021-11-15,,1,영업/정상,1,영업,,,,,,50.0,143-916,서울특별시 광진구 화양동 23-27 1층 ,"서울특별시 광진구 동일로 170-4, 1층 (화양동)",5007.0,비에이치씨치킨 화양점,2023-07-26 14:45:29,U,2023-07-28 02:40:00.0,호프/통닭,205871.328310813,449438.680252387,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,50.0,,,
16067,16067,3040000,3040000-101-2021-00456,2021-12-10,,1,영업/정상,1,영업,,,,,,26.44,143-831,서울특별시 광진구 구의동 599-8 아원빌딩 1층101호 ,"서울특별시 광진구 구의강변로 22, 아원빌딩 1층 101호 (구의동)",5116.0,수셰프치킨 강변점,2021-12-10 11:36:10,I,2021-12-14 00:22:42.0,호프/통닭,208051.953679058,447854.805964019,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,26.44,,,
16120,16120,3040000,3040000-101-2022-00029,2022-01-28,,1,영업/정상,1,영업,,,,,,59.0,143-888,서울특별시 광진구 중곡동 99-9 박빌딩 ,"서울특별시 광진구 영화사로 47, 박빌딩 1층 (중곡동)",4946.0,굽네치킨중곡4동,2022-01-28 10:57:57,I,2022-01-30 00:22:49.0,호프/통닭,208055.813962935,450424.383139919,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,59.0,,,
16138,16138,3040000,3040000-101-2022-00047,2022-02-17,,1,영업/정상,1,영업,,,,,,32.56,143-819,서울특별시 광진구 구의동 80-37 스타파크아파트 ,"서울특별시 광진구 자양로 203, 1층 104호일부호 (구의동, 스타파크아파트)",4991.0,꼬꼬누리,2022-02-17 09:50:35,I,2022-02-22 00:22:38.0,호프/통닭,207490.812187653,449273.95714419,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,32.56,,,
16174,16174,3040000,3040000-101-2022-00083,2022-03-23,,1,영업/정상,1,영업,,,,,,14.0,143-840,서울특별시 광진구 군자동 503 광진두산위브파크B-114주방103호 ,"서울특별시 광진구 광나루로 369, 지하1층 B-114주방103호 (군자동, 광진두산위브파크)",5005.0,순살로홈런,2023-05-08 15:08:17,U,2023-05-10 02:40:00.0,호프/통닭,206212.244268239,449577.174890763,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,14.0,,,
16202,16202,3040000,3040000-101-2022-00111,2022-04-07,,1,영업/정상,1,영업,,,,,,46.0,143-819,서울특별시 광진구 구의동 66-59 화우 ,"서울특별시 광진구 광나루로 533, 화우 1층 (구의동)",4977.0,가마로강정구의사거리점,2022-12-27 13:40:04,U,2022-12-29 02:40:00.0,호프/통닭,207783.542454505,449205.039375769,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,46.0,,,
16204,16204,3040000,3040000-101-2022-00113,2022-04-07,,1,영업/정상,1,영업,,,,,,44.0,143-862,서울특별시 광진구 자양동 553-187 ,"서울특별시 광진구 뚝섬로 510, 1층 (자양동)",5085.0,광진비어,2022-04-07 17:33:35,I,2022-04-12 00:22:34.0,호프/통닭,205847.047667502,448142.74939838,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,44.0,,,
16217,16217,3040000,3040000-101-2022-00126,2022-04-21,,1,영업/정상,1,영업,,,,,,66.0,143-842,서울특별시 광진구 자양동 845-12 ,"서울특별시 광진구 뚝섬로23길 43, 1층 (자양동)",5078.0,피치엔버거,2022-04-21 11:04:03,I,2022-04-23 00:22:33.0,호프/통닭,205747.928011011,448347.256811813,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,66.0,,,
16232,16232,3040000,3040000-101-2022-00141,2022-05-04,,1,영업/정상,1,영업,,,,,,28.84,143-862,서울특별시 광진구 자양동 553-323 1층 ,"서울특별시 광진구 뚝섬로 499, 1층 (자양동)",5077.0,꾸브라꼬숯불두마리치킨 자양점,2024-12-17 15:22:30,U,2024-12-19 02:40:00.0,호프/통닭,205748.67764263,448215.836580893,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,28.84,,,
16266,16266,3040000,3040000-101-2022-00175,2022-05-18,,1,영업/정상,1,영업,,,,,,37.0,143-852,서울특별시 광진구 자양동 222-1 1층 ,"서울특별시 광진구 아차산로 342, 1층 (자양동)",5054.0,감탄계숯불치킨 자양점,2022-05-18 14:29:12,I,2022-05-20 00:22:32.0,호프/통닭,207050.509828606,448307.657133294,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,37.0,,,
16282,16282,3040000,3040000-101-2022-00191,2022-05-27,,1,영업/정상,1,영업,,,,,,43.2,143-825,서울특별시 광진구 구의동 246-1 테라펠리스 건대 3차,"서울특별시 광진구 아차산로55길 11, 테라펠리스 건대 3차 101호 (구의동)",5044.0,강금옥쭈꾸미 구의점,2025-03-20 14:07:14,U,2024-12-02 22:02:00.0,호프/통닭,207565.977863486,448416.232512049,,,,,,,,,,,,,,,,,,,
16290,16290,3040000,3040000-101-2022-00199,2022-06-02,,1,영업/정상,1,영업,,,,,,27.24,143-852,서울특별시 광진구 자양동 223-2 ,"서울특별시 광진구 아차산로42길 4, 1층 (자양동)",5054.0,지그릴(JI-GRILL)바베큐 건대1호점,2024-04-19 13:46:54,U,2024-04-21 02:40:00.0,호프/통닭,206913.161725695,448345.352675792,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,27.24,,,
16291,16291,3040000,3040000-101-2022-00200,2022-06-03,,1,영업/정상,1,영업,,,,,,23.1,143-903,서울특별시 광진구 중곡동 241-6 ,"서울특별시 광진구 능동로47길 37-1, 1층 (중곡동)",4910.0,와!구이닭,2022-06-03 14:18:32,I,2022-06-08 00:22:30.0,호프/통닭,207037.142194149,451255.53510176,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,23.1,,,
16336,16336,3040000,3040000-101-2022-00245,2022-07-07,,1,영업/정상,1,영업,,,,,,133.38,143-914,서울특별시 광진구 화양동 3-70 ,"서울특별시 광진구 능동로13길 12, 1~3층 (화양동)",5011.0,제주곤이칼국수 건대점,2022-10-28 11:08:56,U,2022-10-30 02:40:00.0,호프/통닭,206224.341735966,448945.484032313,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,133.38,,,
16366,16366,3040000,3040000-101-2022-00275,2022-08-03,,1,영업/정상,1,영업,,,,,,69.82,143-200,서울특별시 광진구 구의동 667 강변에스케이뷰 ,"서울특별시 광진구 아차산로 431, 1층 2-104호 (구의동, 강변에스케이뷰)",5045.0,욜로와,2022-08-03 14:20:52,I,2022-08-05 00:22:28.0,호프/통닭,207900.435296043,448492.625330318,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,69.82,,,
